###>>>>>>>>>>>>>>>>>>>> START ./from-testssl.tsv
[-] [0x00] => 0x00,0x00 : 
0x00,0x26	TLS_KRB5_EXPORT_WITH_DES_CBC_40_SHA	EXP-KRB5-DES-CBC-SHA
0x00,0x27	TLS_KRB5_EXPORT_WITH_RC2_CBC_40_SHA	EXP-KRB5-RC2-CBC-SHA
0x00,0x28	TLS_KRB5_EXPORT_WITH_RC4_40_SHA	EXP-KRB5-RC4-SHA
0x00,0x29	TLS_KRB5_EXPORT_WITH_DES_CBC_40_MD5	EXP-KRB5-DES-CBC-MD5
0x00,0x2A	TLS_KRB5_EXPORT_WITH_RC2_CBC_40_MD5	EXP-KRB5-RC2-CBC-MD5
0x00,0x2B	TLS_KRB5_EXPORT_WITH_RC4_40_MD5	EXP-KRB5-RC4-MD5
0x00,0x2C	TLS_PSK_WITH_NULL_SHA	PSK-NULL-SHA
0x00,0x2D	TLS_DHE_PSK_WITH_NULL_SHA	DHE-PSK-NULL-SHA
0x00,0x2E	TLS_RSA_PSK_WITH_NULL_SHA	RSA-PSK-NULL-SHA
0x00,0x2F	TLS_RSA_WITH_AES_128_CBC_SHA	AES128-SHA
0x00,0x30	TLS_DH_DSS_WITH_AES_128_CBC_SHA	DH-DSS-AES128-SHA
0x00,0x31	TLS_DH_RSA_WITH_AES_128_CBC_SHA	DH-RSA-AES128-SHA
0x00,0x32	TLS_DHE_DSS_WITH_AES_128_CBC_SHA	DHE-DSS-AES128-SHA
0x00,0x33	TLS_DHE_RSA_WITH_AES_128_CBC_SHA	DHE-RSA-AES128-SHA
0x00,0x34	TLS_DH_anon_WITH_AES_128_CBC_SHA	ADH-AES128-SHA
0x00,0x35	TLS_RSA_WITH_AES_256_CBC_SHA	AES256-SHA
0x00,0x36	TLS_DH_DSS_WITH_AES_256_CBC_SHA	DH-DSS-AES256-SHA
0x00,0x37	TLS_DH_RSA_WITH_AES_256_CBC_SHA	DH-RSA-AES256-SHA
0x00,0x38	TLS_DHE_DSS_WITH_AES_256_CBC_SHA	DHE-DSS-AES256-SHA
0x00,0x39	TLS_DHE_RSA_WITH_AES_256_CBC_SHA	DHE-RSA-AES256-SHA
0x00,0x3A	TLS_DH_anon_WITH_AES_256_CBC_SHA	ADH-AES256-SHA
0x00,0x3B	TLS_RSA_WITH_NULL_SHA256	NULL-SHA256
0x00,0x3C	TLS_RSA_WITH_AES_128_CBC_SHA256	AES128-SHA256
0x00,0x3D	TLS_RSA_WITH_AES_256_CBC_SHA256	AES256-SHA256
0x00,0x3E	TLS_DH_DSS_WITH_AES_128_CBC_SHA256	DH-DSS-AES128-SHA256
0x00,0x3F	TLS_DH_RSA_WITH_AES_128_CBC_SHA256	DH-RSA-AES128-SHA256
0x00,0x40	TLS_DHE_DSS_WITH_AES_128_CBC_SHA256	DHE-DSS-AES128-SHA256
0x00,0x41	TLS_RSA_WITH_CAMELLIA_128_CBC_SHA	CAMELLIA128-SHA
0x00,0x42	TLS_DH_DSS_WITH_CAMELLIA_128_CBC_SHA	DH-DSS-CAMELLIA128-SHA
0x00,0x43	TLS_DH_RSA_WITH_CAMELLIA_128_CBC_SHA	DH-RSA-CAMELLIA128-SHA
0x00,0x44	TLS_DHE_DSS_WITH_CAMELLIA_128_CBC_SHA	DHE-DSS-CAMELLIA128-SHA
0x00,0x45	TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA	DHE-RSA-CAMELLIA128-SHA
0x00,0x46	TLS_DH_anon_WITH_CAMELLIA_128_CBC_SHA	ADH-CAMELLIA128-SHA
0x00,0x47-4F	Reserved to avoid conflicts with deployed implementations	
0x00,0x50-58	Reserved to avoid conflicts	
0x00,0x59-5C	Reserved to avoid conflicts with deployed implementations	
0x00,0x5D-5F	Unassigned	
0x00,0x60-66	Reserved to avoid conflicts with widely deployed implementations	
0x00,0x67	TLS_DHE_RSA_WITH_AES_128_CBC_SHA256	DHE-RSA-AES128-SHA256
0x00,0x68	TLS_DH_DSS_WITH_AES_256_CBC_SHA256	DH-DSS-AES256-SHA256
0x00,0x69	TLS_DH_RSA_WITH_AES_256_CBC_SHA256	DH-RSA-AES256-SHA256
0x00,0x6A	TLS_DHE_DSS_WITH_AES_256_CBC_SHA256	DHE-DSS-AES256-SHA256
0x00,0x6B	TLS_DHE_RSA_WITH_AES_256_CBC_SHA256	DHE-RSA-AES256-SHA256
0x00,0x6C	TLS_DH_anon_WITH_AES_128_CBC_SHA256	ADH-AES128-SHA256
0x00,0x6D	TLS_DH_anon_WITH_AES_256_CBC_SHA256	ADH-AES256-SHA256
0x00,0x6E-83	Unassigned	
0x00,0x84	TLS_RSA_WITH_CAMELLIA_256_CBC_SHA	CAMELLIA256-SHA
0x00,0x85	TLS_DH_DSS_WITH_CAMELLIA_256_CBC_SHA	DH-DSS-CAMELLIA256-SHA
0x00,0x86	TLS_DH_RSA_WITH_CAMELLIA_256_CBC_SHA	DH-RSA-CAMELLIA256-SHA
0x00,0x87	TLS_DHE_DSS_WITH_CAMELLIA_256_CBC_SHA	DHE-DSS-CAMELLIA256-SHA
0x00,0x88	TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA	DHE-RSA-CAMELLIA256-SHA
0x00,0x89	TLS_DH_anon_WITH_CAMELLIA_256_CBC_SHA	ADH-CAMELLIA256-SHA
0x00,0x8A	TLS_PSK_WITH_RC4_128_SHA	PSK-RC4-SHA
0x00,0x8B	TLS_PSK_WITH_3DES_EDE_CBC_SHA	PSK-3DES-EDE-CBC-SHA
0x00,0x8C	TLS_PSK_WITH_AES_128_CBC_SHA	PSK-AES128-CBC-SHA
0x00,0x8D	TLS_PSK_WITH_AES_256_CBC_SHA	PSK-AES256-CBC-SHA
0x00,0x8E	TLS_DHE_PSK_WITH_RC4_128_SHA	DHE-PSK-RC4-SHA
0x00,0x8F	TLS_DHE_PSK_WITH_3DES_EDE_CBC_SHA	DHE-PSK-3DES-EDE-CBC-SHA
0x00,0x90	TLS_DHE_PSK_WITH_AES_128_CBC_SHA	DHE-PSK-AES128-CBC-SHA
0x00,0x91	TLS_DHE_PSK_WITH_AES_256_CBC_SHA	DHE-PSK-AES256-CBC-SHA
0x00,0x92	TLS_RSA_PSK_WITH_RC4_128_SHA	RSA-PSK-RC4-SHA
0x00,0x93	TLS_RSA_PSK_WITH_3DES_EDE_CBC_SHA	RSA-PSK-3DES-EDE-CBC-SHA
0x00,0x94	TLS_RSA_PSK_WITH_AES_128_CBC_SHA	RSA-PSK-AES128-CBC-SHA
0x00,0x95	TLS_RSA_PSK_WITH_AES_256_CBC_SHA	RSA-PSK-AES256-CBC-SHA
0x00,0x96	TLS_RSA_WITH_SEED_CBC_SHA	SEED-SHA
0x00,0x97	TLS_DH_DSS_WITH_SEED_CBC_SHA	DH-DSS-SEED-SHA
0x00,0x98	TLS_DH_RSA_WITH_SEED_CBC_SHA	DH-RSA-SEED-SHA
0x00,0x99	TLS_DHE_DSS_WITH_SEED_CBC_SHA	DHE-DSS-SEED-SHA
0x00,0x9A	TLS_DHE_RSA_WITH_SEED_CBC_SHA	DHE-RSA-SEED-SHA
0x00,0x9B	TLS_DH_anon_WITH_SEED_CBC_SHA	ADH-SEED-SHA
0x00,0x9C	TLS_RSA_WITH_AES_128_GCM_SHA256	AES128-GCM-SHA256
0x00,0x9D	TLS_RSA_WITH_AES_256_GCM_SHA384	AES256-GCM-SHA384
0x00,0x9E	TLS_DHE_RSA_WITH_AES_128_GCM_SHA256	DHE-RSA-AES128-GCM-SHA256
0x00,0x9F	TLS_DHE_RSA_WITH_AES_256_GCM_SHA384	DHE-RSA-AES256-GCM-SHA384
0x00,0xA0	TLS_DH_RSA_WITH_AES_128_GCM_SHA256	DH-RSA-AES128-GCM-SHA256
0x00,0xA1	TLS_DH_RSA_WITH_AES_256_GCM_SHA384	DH-RSA-AES256-GCM-SHA384
0x00,0xA2	TLS_DHE_DSS_WITH_AES_128_GCM_SHA256	DHE-DSS-AES128-GCM-SHA256
0x00,0xA3	TLS_DHE_DSS_WITH_AES_256_GCM_SHA384	DHE-DSS-AES256-GCM-SHA384
0x00,0xA4	TLS_DH_DSS_WITH_AES_128_GCM_SHA256	DH-DSS-AES128-GCM-SHA256
0x00,0xA5	TLS_DH_DSS_WITH_AES_256_GCM_SHA384	DH-DSS-AES256-GCM-SHA384
0x00,0xA6	TLS_DH_anon_WITH_AES_128_GCM_SHA256	ADH-AES128-GCM-SHA256
0x00,0xA7	TLS_DH_anon_WITH_AES_256_GCM_SHA384	ADH-AES256-GCM-SHA384
0x00,0xA8	TLS_PSK_WITH_AES_128_GCM_SHA256	PSK-AES128-GCM-SHA256
0x00,0xA9	TLS_PSK_WITH_AES_256_GCM_SHA384	PSK-AES256-GCM-SHA384
0x00,0xAA	TLS_DHE_PSK_WITH_AES_128_GCM_SHA256	DHE-PSK-AES128-GCM-SHA256
0x00,0xAB	TLS_DHE_PSK_WITH_AES_256_GCM_SHA384	DHE-PSK-AES256-GCM-SHA384
0x00,0xAC	TLS_RSA_PSK_WITH_AES_128_GCM_SHA256	RSA-PSK-AES128-GCM-SHA256
0x00,0xAD	TLS_RSA_PSK_WITH_AES_256_GCM_SHA384	RSA-PSK-AES256-GCM-SHA384
0x00,0xAE	TLS_PSK_WITH_AES_128_CBC_SHA256	PSK-AES128-CBC-SHA256
0x00,0xAF	TLS_PSK_WITH_AES_256_CBC_SHA384	PSK-AES256-CBC-SHA384
0x00,0xB0	TLS_PSK_WITH_NULL_SHA256	PSK-NULL-SHA256
0x00,0xB1	TLS_PSK_WITH_NULL_SHA384	PSK-NULL-SHA384
0x00,0xB2	TLS_DHE_PSK_WITH_AES_128_CBC_SHA256	DHE-PSK-AES128-CBC-SHA256
0x00,0xB3	TLS_DHE_PSK_WITH_AES_256_CBC_SHA384	DHE-PSK-AES256-CBC-SHA384
0x00,0xB4	TLS_DHE_PSK_WITH_NULL_SHA256	DHE-PSK-NULL-SHA256
0x00,0xB5	TLS_DHE_PSK_WITH_NULL_SHA384	DHE-PSK-NULL-SHA384
0x00,0xB6	TLS_RSA_PSK_WITH_AES_128_CBC_SHA256	RSA-PSK-AES128-CBC-SHA256
0x00,0xB7	TLS_RSA_PSK_WITH_AES_256_CBC_SHA384	RSA-PSK-AES256-CBC-SHA384
0x00,0xB8	TLS_RSA_PSK_WITH_NULL_SHA256	RSA-PSK-NULL-SHA256
0x00,0xB9	TLS_RSA_PSK_WITH_NULL_SHA384	RSA-PSK-NULL-SHA384
0x00,0xBA	TLS_RSA_WITH_CAMELLIA_128_CBC_SHA256	CAMELLIA128-SHA256
0x00,0xBB	TLS_DH_DSS_WITH_CAMELLIA_128_CBC_SHA256	DH-DSS-CAMELLIA128-SHA256
0x00,0xBC	TLS_DH_RSA_WITH_CAMELLIA_128_CBC_SHA256	DH-RSA-CAMELLIA128-SHA256
0x00,0xBD	TLS_DHE_DSS_WITH_CAMELLIA_128_CBC_SHA256	DHE-DSS-CAMELLIA128-SHA256
0x00,0xBE	TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA256	DHE-RSA-CAMELLIA128-SHA256
0x00,0xBF	TLS_DH_anon_WITH_CAMELLIA_128_CBC_SHA256	ADH-CAMELLIA128-SHA256
0x00,0xC0	TLS_RSA_WITH_CAMELLIA_256_CBC_SHA256	CAMELLIA256-SHA256
0x00,0xC1	TLS_DH_DSS_WITH_CAMELLIA_256_CBC_SHA256	
0x00,0xC2	TLS_DH_RSA_WITH_CAMELLIA_256_CBC_SHA256	
0x00,0xC3	TLS_DHE_DSS_WITH_CAMELLIA_256_CBC_SHA256	DHE-DSS-CAMELLIA256-SHA256
0x00,0xC4	TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA256	DHE-RSA-CAMELLIA256-SHA256
0x00,0xC5	TLS_DH_anon_WITH_CAMELLIA_256_CBC_SHA256	ADH-CAMELLIA256-SHA256
0x00,0xC6	TLS_SM4_GCM_SM3	
0x00,0xC7	TLS_SM4_CCM_SM3	
0x00,0xC8-FE	Unassigned	
0x00,0xFF	TLS_EMPTY_RENEGOTIATION_INFO_SCSV	
0x01-09,*	Unassigned	
0x0A,0x00-09	Unassigned	
0x0A,0x0A	Reserved	
0x0A,0x0B-FF	Unassigned	
0x0B-12,*	Unassigned	
0x13,0x00	Unassigned	
0x13,0x01	TLS_AES_128_GCM_SHA256	TLS_AES_128_GCM_SHA256
0x13,0x02	TLS_AES_256_GCM_SHA384	TLS_AES_256_GCM_SHA384
0x13,0x03	TLS_CHACHA20_POLY1305_SHA256	TLS_CHACHA20_POLY1305_SHA256
0x13,0x04	TLS_AES_128_CCM_SHA256	TLS_AES_128_CCM_SHA256
0x13,0x05	TLS_AES_128_CCM_8_SHA256	TLS_AES_128_CCM_8_SHA256
0x13,0x06	TLS_AEGIS_256_SHA512	
0x13,0x07	TLS_AEGIS_128L_SHA256	
0x13,0x08-FF	Unassigned	
0x14-19,*	Unassigned	
0x1A,0x00-19	Unassigned	
0x1A,0x1A	Reserved	
0x1A,0x1B-FF	Unassigned	
0x1B-29,*	Unassigned	
0x2A,0x00-29	Unassigned	
0x2A,0x2A	Reserved	
0x2A,0x2B-FF	Unassigned	
0x2B-39,*	Unassigned	
0x3A,0x00-39	Unassigned	
0x3A,0x3A	Reserved	
0x3A,0x3B-FF	Unassigned	
0x3B-49,*	Unassigned	
0x4A,0x00-49	Unassigned	
0x4A,0x4A	Reserved	
0x4A,0x4B-FF	Unassigned	
0x4B-55,*	Unassigned	
0x56,0x00	TLS_FALLBACK_SCSV	TLS_FALLBACK_SCSV
0x56,0x01-FF	Unassigned	
0x57-59,*	Unassigned	
0x5A,0x00-59	Unassigned	
0x5A,0x5A	Reserved	
0x5A,0x5B-FF	Unassigned	
0x5B-69,*	Unassigned	
0x6A,0x00-69	Unassigned	
0x6A,0x6A	Reserved	
0x6A,0x6B-FF	Unassigned	
0x6B-79,*	Unassigned	
0x7A,0x00-79	Unassigned	
0x7A,0x7A	Reserved	
0x7A,0x7B-FF	Unassigned	
0x7B-89,*	Unassigned	
0x8A,0x00-89	Unassigned	
0x8A,0x8A	Reserved	
0x8A,0x8B-FF	Unassigned	
0x8B-99,*	Unassigned	
0x9A,0x00-99	Unassigned	
0x9A,0x9A	Reserved	
0x9A,0x9B-FF	Unassigned	
0x9B-A9,*	Unassigned	
0xAA,0x00-A9	Unassigned	
0xAA,0xAA	Reserved	
0xAA,0xAB-FF	Unassigned	
0xAB-B9,*	Unassigned	
0xBA,0x00-B9	Unassigned	
0xBA,0xBA	Reserved	
0xBA,0xBB-FF	Unassigned	
0xBB-BF,*	Unassigned	
0xC0,0x00	Unassigned	
0xC0,0x01	TLS_ECDH_ECDSA_WITH_NULL_SHA	ECDH-ECDSA-NULL-SHA
0xC0,0x02	TLS_ECDH_ECDSA_WITH_RC4_128_SHA	ECDH-ECDSA-RC4-SHA
0xC0,0x03	TLS_ECDH_ECDSA_WITH_3DES_EDE_CBC_SHA	ECDH-ECDSA-DES-CBC3-SHA
0xC0,0x04	TLS_ECDH_ECDSA_WITH_AES_128_CBC_SHA	ECDH-ECDSA-AES128-SHA
0xC0,0x05	TLS_ECDH_ECDSA_WITH_AES_256_CBC_SHA	ECDH-ECDSA-AES256-SHA
0xC0,0x06	TLS_ECDHE_ECDSA_WITH_NULL_SHA	ECDHE-ECDSA-NULL-SHA
0xC0,0x07	TLS_ECDHE_ECDSA_WITH_RC4_128_SHA	ECDHE-ECDSA-RC4-SHA
0xC0,0x08	TLS_ECDHE_ECDSA_WITH_3DES_EDE_CBC_SHA	ECDHE-ECDSA-DES-CBC3-SHA
0xC0,0x09	TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA	ECDHE-ECDSA-AES128-SHA
0xC0,0x0A	TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA	ECDHE-ECDSA-AES256-SHA
0xC0,0x0B	TLS_ECDH_RSA_WITH_NULL_SHA	ECDH-RSA-NULL-SHA
0xC0,0x0C	TLS_ECDH_RSA_WITH_RC4_128_SHA	ECDH-RSA-RC4-SHA
0xC0,0x0D	TLS_ECDH_RSA_WITH_3DES_EDE_CBC_SHA	ECDH-RSA-DES-CBC3-SHA
0xC0,0x0E	TLS_ECDH_RSA_WITH_AES_128_CBC_SHA	ECDH-RSA-AES128-SHA
0xC0,0x0F	TLS_ECDH_RSA_WITH_AES_256_CBC_SHA	ECDH-RSA-AES256-SHA
0xC0,0x10	TLS_ECDHE_RSA_WITH_NULL_SHA	ECDHE-RSA-NULL-SHA
0xC0,0x11	TLS_ECDHE_RSA_WITH_RC4_128_SHA	ECDHE-RSA-RC4-SHA
0xC0,0x12	TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA	ECDHE-RSA-DES-CBC3-SHA
0xC0,0x13	TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA	ECDHE-RSA-AES128-SHA
0xC0,0x14	TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA	ECDHE-RSA-AES256-SHA
0xC0,0x15	TLS_ECDH_anon_WITH_NULL_SHA	AECDH-NULL-SHA
0xC0,0x16	TLS_ECDH_anon_WITH_RC4_128_SHA	AECDH-RC4-SHA
0xC0,0x17	TLS_ECDH_anon_WITH_3DES_EDE_CBC_SHA	AECDH-DES-CBC3-SHA
0xC0,0x18	TLS_ECDH_anon_WITH_AES_128_CBC_SHA	AECDH-AES128-SHA
0xC0,0x19	TLS_ECDH_anon_WITH_AES_256_CBC_SHA	AECDH-AES256-SHA
0xC0,0x1A	TLS_SRP_SHA_WITH_3DES_EDE_CBC_SHA	SRP-3DES-EDE-CBC-SHA
0xC0,0x1B	TLS_SRP_SHA_RSA_WITH_3DES_EDE_CBC_SHA	SRP-RSA-3DES-EDE-CBC-SHA
0xC0,0x1C	TLS_SRP_SHA_DSS_WITH_3DES_EDE_CBC_SHA	SRP-DSS-3DES-EDE-CBC-SHA
0xC0,0x1D	TLS_SRP_SHA_WITH_AES_128_CBC_SHA	SRP-AES-128-CBC-SHA
0xC0,0x1E	TLS_SRP_SHA_RSA_WITH_AES_128_CBC_SHA	SRP-RSA-AES-128-CBC-SHA
0xC0,0x1F	TLS_SRP_SHA_DSS_WITH_AES_128_CBC_SHA	SRP-DSS-AES-128-CBC-SHA
0xC0,0x20	TLS_SRP_SHA_WITH_AES_256_CBC_SHA	SRP-AES-256-CBC-SHA
0xC0,0x21	TLS_SRP_SHA_RSA_WITH_AES_256_CBC_SHA	SRP-RSA-AES-256-CBC-SHA
0xC0,0x22	TLS_SRP_SHA_DSS_WITH_AES_256_CBC_SHA	SRP-DSS-AES-256-CBC-SHA
0xC0,0x23	TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256	ECDHE-ECDSA-AES128-SHA256
0xC0,0x24	TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384	ECDHE-ECDSA-AES256-SHA384
0xC0,0x25	TLS_ECDH_ECDSA_WITH_AES_128_CBC_SHA256	ECDH-ECDSA-AES128-SHA256
0xC0,0x26	TLS_ECDH_ECDSA_WITH_AES_256_CBC_SHA384	ECDH-ECDSA-AES256-SHA384
0xC0,0x27	TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256	ECDHE-RSA-AES128-SHA256
0xC0,0x28	TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384	ECDHE-RSA-AES256-SHA384
0xC0,0x29	TLS_ECDH_RSA_WITH_AES_128_CBC_SHA256	ECDH-RSA-AES128-SHA256
0xC0,0x2A	TLS_ECDH_RSA_WITH_AES_256_CBC_SHA384	ECDH-RSA-AES256-SHA384
0xC0,0x2B	TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256	ECDHE-ECDSA-AES128-GCM-SHA256
0xC0,0x2C	TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384	ECDHE-ECDSA-AES256-GCM-SHA384
0xC0,0x2D	TLS_ECDH_ECDSA_WITH_AES_128_GCM_SHA256	ECDH-ECDSA-AES128-GCM-SHA256
0xC0,0x2E	TLS_ECDH_ECDSA_WITH_AES_256_GCM_SHA384	ECDH-ECDSA-AES256-GCM-SHA384
0xC0,0x2F	TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256	ECDHE-RSA-AES128-GCM-SHA256
0xC0,0x30	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	ECDHE-RSA-AES256-GCM-SHA384
0xC0,0x31	TLS_ECDH_RSA_WITH_AES_128_GCM_SHA256	ECDH-RSA-AES128-GCM-SHA256
0xC0,0x32	TLS_ECDH_RSA_WITH_AES_256_GCM_SHA384	ECDH-RSA-AES256-GCM-SHA384
0xC0,0x33	TLS_ECDHE_PSK_WITH_RC4_128_SHA	ECDHE-PSK-RC4-SHA
0xC0,0x34	TLS_ECDHE_PSK_WITH_3DES_EDE_CBC_SHA	ECDHE-PSK-3DES-EDE-CBC-SHA
0xC0,0x35	TLS_ECDHE_PSK_WITH_AES_128_CBC_SHA	ECDHE-PSK-AES128-CBC-SHA
0xC0,0x36	TLS_ECDHE_PSK_WITH_AES_256_CBC_SHA	ECDHE-PSK-AES256-CBC-SHA
0xC0,0x37	TLS_ECDHE_PSK_WITH_AES_128_CBC_SHA256	ECDHE-PSK-AES128-CBC-SHA256
0xC0,0x38	TLS_ECDHE_PSK_WITH_AES_256_CBC_SHA384	ECDHE-PSK-AES256-CBC-SHA384
0xC0,0x39	TLS_ECDHE_PSK_WITH_NULL_SHA	ECDHE-PSK-NULL-SHA
0xC0,0x3A	TLS_ECDHE_PSK_WITH_NULL_SHA256	ECDHE-PSK-NULL-SHA256
0xC0,0x3B	TLS_ECDHE_PSK_WITH_NULL_SHA384	ECDHE-PSK-NULL-SHA384
0xC0,0x3C	TLS_RSA_WITH_ARIA_128_CBC_SHA256	
0xC0,0x3D	TLS_RSA_WITH_ARIA_256_CBC_SHA384	
0xC0,0x3E	TLS_DH_DSS_WITH_ARIA_128_CBC_SHA256	
0xC0,0x3F	TLS_DH_DSS_WITH_ARIA_256_CBC_SHA384	
0xC0,0x40	TLS_DH_RSA_WITH_ARIA_128_CBC_SHA256	
0xC0,0x41	TLS_DH_RSA_WITH_ARIA_256_CBC_SHA384	
0xC0,0x42	TLS_DHE_DSS_WITH_ARIA_128_CBC_SHA256	
0xC0,0x43	TLS_DHE_DSS_WITH_ARIA_256_CBC_SHA384	
0xC0,0x44	TLS_DHE_RSA_WITH_ARIA_128_CBC_SHA256	
0xC0,0x45	TLS_DHE_RSA_WITH_ARIA_256_CBC_SHA384	
0xC0,0x46	TLS_DH_anon_WITH_ARIA_128_CBC_SHA256	
0xC0,0x47	TLS_DH_anon_WITH_ARIA_256_CBC_SHA384	
0xC0,0x48	TLS_ECDHE_ECDSA_WITH_ARIA_128_CBC_SHA256	
0xC0,0x49	TLS_ECDHE_ECDSA_WITH_ARIA_256_CBC_SHA384	
0xC0,0x4A	TLS_ECDH_ECDSA_WITH_ARIA_128_CBC_SHA256	
0xC0,0x4B	TLS_ECDH_ECDSA_WITH_ARIA_256_CBC_SHA384	
0xC0,0x4C	TLS_ECDHE_RSA_WITH_ARIA_128_CBC_SHA256	
0xC0,0x4D	TLS_ECDHE_RSA_WITH_ARIA_256_CBC_SHA384	
0xC0,0x4E	TLS_ECDH_RSA_WITH_ARIA_128_CBC_SHA256	
0xC0,0x4F	TLS_ECDH_RSA_WITH_ARIA_256_CBC_SHA384	
0xC0,0x50	TLS_RSA_WITH_ARIA_128_GCM_SHA256	ARIA128-GCM-SHA256
0xC0,0x51	TLS_RSA_WITH_ARIA_256_GCM_SHA384	ARIA256-GCM-SHA384
0xC0,0x52	TLS_DHE_RSA_WITH_ARIA_128_GCM_SHA256	DHE-RSA-ARIA128-GCM-SHA256
0xC0,0x53	TLS_DHE_RSA_WITH_ARIA_256_GCM_SHA384	DHE-RSA-ARIA256-GCM-SHA384
0xC0,0x54	TLS_DH_RSA_WITH_ARIA_128_GCM_SHA256	
0xC0,0x55	TLS_DH_RSA_WITH_ARIA_256_GCM_SHA384	
0xC0,0x56	TLS_DHE_DSS_WITH_ARIA_128_GCM_SHA256	DHE-DSS-ARIA128-GCM-SHA256
0xC0,0x57	TLS_DHE_DSS_WITH_ARIA_256_GCM_SHA384	DHE-DSS-ARIA256-GCM-SHA384
0xC0,0x58	TLS_DH_DSS_WITH_ARIA_128_GCM_SHA256	
0xC0,0x59	TLS_DH_DSS_WITH_ARIA_256_GCM_SHA384	
0xC0,0x5A	TLS_DH_anon_WITH_ARIA_128_GCM_SHA256	
0xC0,0x5B	TLS_DH_anon_WITH_ARIA_256_GCM_SHA384	
0xC0,0x5C	TLS_ECDHE_ECDSA_WITH_ARIA_128_GCM_SHA256	ECDHE-ECDSA-ARIA128-GCM-SHA256
0xC0,0x5D	TLS_ECDHE_ECDSA_WITH_ARIA_256_GCM_SHA384	ECDHE-ECDSA-ARIA256-GCM-SHA384
0xC0,0x5E	TLS_ECDH_ECDSA_WITH_ARIA_128_GCM_SHA256	
0xC0,0x5F	TLS_ECDH_ECDSA_WITH_ARIA_256_GCM_SHA384	
0xC0,0x60	TLS_ECDHE_RSA_WITH_ARIA_128_GCM_SHA256	ECDHE-ARIA128-GCM-SHA256
0xC0,0x61	TLS_ECDHE_RSA_WITH_ARIA_256_GCM_SHA384	ECDHE-ARIA256-GCM-SHA384
0xC0,0x62	TLS_ECDH_RSA_WITH_ARIA_128_GCM_SHA256	
0xC0,0x63	TLS_ECDH_RSA_WITH_ARIA_256_GCM_SHA384	
0xC0,0x64	TLS_PSK_WITH_ARIA_128_CBC_SHA256	
0xC0,0x65	TLS_PSK_WITH_ARIA_256_CBC_SHA384	
0xC0,0x66	TLS_DHE_PSK_WITH_ARIA_128_CBC_SHA256	
0xC0,0x67	TLS_DHE_PSK_WITH_ARIA_256_CBC_SHA384	
0xC0,0x68	TLS_RSA_PSK_WITH_ARIA_128_CBC_SHA256	
0xC0,0x69	TLS_RSA_PSK_WITH_ARIA_256_CBC_SHA384	
0xC0,0x6A	TLS_PSK_WITH_ARIA_128_GCM_SHA256	PSK-ARIA128-GCM-SHA256
0xC0,0x6B	TLS_PSK_WITH_ARIA_256_GCM_SHA384	PSK-ARIA256-GCM-SHA384
0xC0,0x6C	TLS_DHE_PSK_WITH_ARIA_128_GCM_SHA256	DHE-PSK-ARIA128-GCM-SHA256
0xC0,0x6D	TLS_DHE_PSK_WITH_ARIA_256_GCM_SHA384	DHE-PSK-ARIA256-GCM-SHA384
0xC0,0x6E	TLS_RSA_PSK_WITH_ARIA_128_GCM_SHA256	RSA-PSK-ARIA128-GCM-SHA256
0xC0,0x6F	TLS_RSA_PSK_WITH_ARIA_256_GCM_SHA384	RSA-PSK-ARIA256-GCM-SHA384
0xC0,0x70	TLS_ECDHE_PSK_WITH_ARIA_128_CBC_SHA256	
0xC0,0x71	TLS_ECDHE_PSK_WITH_ARIA_256_CBC_SHA384	
0xC0,0x72	TLS_ECDHE_ECDSA_WITH_CAMELLIA_128_CBC_SHA256	ECDHE-ECDSA-CAMELLIA128-SHA256
0xC0,0x73	TLS_ECDHE_ECDSA_WITH_CAMELLIA_256_CBC_SHA384	ECDHE-ECDSA-CAMELLIA256-SHA384
0xC0,0x74	TLS_ECDH_ECDSA_WITH_CAMELLIA_128_CBC_SHA256	ECDH-ECDSA-CAMELLIA128-SHA256
0xC0,0x75	TLS_ECDH_ECDSA_WITH_CAMELLIA_256_CBC_SHA384	ECDH-ECDSA-CAMELLIA256-SHA384
0xC0,0x76	TLS_ECDHE_RSA_WITH_CAMELLIA_128_CBC_SHA256	ECDHE-RSA-CAMELLIA128-SHA256
0xC0,0x77	TLS_ECDHE_RSA_WITH_CAMELLIA_256_CBC_SHA384	ECDHE-RSA-CAMELLIA256-SHA384
